"CountryCode","SeriesCode","DESCRIPTION",
"GAB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GBR","SP.DYN.CBRT.IN","Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects",
"GBR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GBR","SP.DYN.LE00.FE.IN","Data source: Eurostat; United Kingdom Office for National Statistics; United Nations World Population Prospects; HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"GBR","SP.DYN.LE00.MA.IN","Data source: Eurostat; United Kingdom Office for National Statistics; United Nations World Population Prospects; HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"GBR","SP.DYN.CDRT.IN","Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects",
"GBR","SP.DYN.TFRT.IN","Data source: Eurostat, United Kingdom Office for National Statistics, United Nations World Population Prospects",
"GBR","SP.POP.TOTL","Data source: Eurostat, Office for National Statistics",
"GBR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"GBR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"GBR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GEO","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","SP.POP.AG05.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SG.GEN.PARL.ZS","Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004.",
"GEO","SP.POP.AG04.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG05.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG04.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.TOTL","Data source and note: GeoStats. Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas.",
"GEO","SP.POP.BRTH.MF","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG03.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.DPND","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.PP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","SG.POP.MIGR.FE.ZS","Including Abkhazia and South Ossetia. Estimates were derived from data on the foreign-born population.",
"GEO","SP.POP.AG03.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG02.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG02.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.TO65.FE.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.TO65.MA.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GEO","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.TO.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.0014.TO.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG01.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG01.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.AG00.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.AG00.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.ADO.TFRT","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.65UP.TO.ZS","Including Abkhazia and South Ossetia.",
"GHA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GHA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GHA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GHA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GIB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GIB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GIB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GIB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GIB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GIB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GIB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GIB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GIB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GIN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"GIN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GIN","SG.GEN.PARL.ZS","The parliament was dissolved following the December 2008 coup",
"GIN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GMB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GMB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GMB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GNB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GNB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"GNB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GNQ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"GNQ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GRC","SP.DYN.CBRT.IN","Data source: Eurostat",
"GRC","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GRC","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"GRC","SP.DYN.CDRT.IN","Data source: Eurostat",
"GRC","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"GRC","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"GRC","SP.DYN.TFRT.IN","Data source: Eurostat",
"GRC","SP.POP.TOTL","Data source: Eurostat",
"GRC","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"GRC","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"GRD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"GRD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"GRD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GRD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GRL","SP.DYN.CDRT.IN","Data source: Statistics Greenland",
"GRL","SP.DYN.LE00.FE.IN","Data source: Statistics Greenland, United Nations Population and Vital Statistics Report",
"GRL","SP.DYN.LE00.MA.IN","Data source: Statistics Greenland, United Nations Population and Vital Statistics Report",
"GRL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"GRL","SP.DYN.TFRT.IN","Data source: Statistics Greenland",
"GRL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
